context_locale,ip_address,context_page_referring_domain,id,context_app_namespace,context_library_name,context_app_version,total_returns,context_destination_id,event,anonymous_id,timezone,browser,context_source_type,context_screen_inner_width,user_id,network_type,os,region,isp,event_text,context_session_id,fd_name,investment_amount,context_screen_inner_height,context_screen_width,context_destination_type,context_library_version,context_user_agent,eligible_for_women,context_page_initial_referring_domain,fd_type,original_timestamp,sent_at,device_orientation,city,timestamp,uuid_ts,context_page_url,context_app_name,context_timezone,context_source_id,tenure,device_type,context_ip,country,context_page_path,context_page_initial_referrer,received_at,total_interest,context_request_ip,eligible_for_sr_citizen,context_page_referrer,context_screen_density,channel,context_page_tab_url,context_page_title,context_screen_height,name,term,context_session_start,referrer,source,adgroup,fbclid,campaign,adset,medium,placement,device,utm_search,content,gclid,creative,context_page_search,context_campaign_name,context_campaign_source,context_campaign_medium,exp_version,application,gc_name,external_user_id,gc_id,path,product_sub_category,rfq_enabled,extra_return_eligible,financial_product_type,url,product_category,cta_text,kyc_status,amo,irr,obpp_kyc_status,ucc_status,quantities_selected,fd_kyc_status,context_app_install_type,asset_logo,asset_description,mf_investment_type,mf_kyc_status,asset_id,infinite,clicked_with_infinite,infinite_schema_version,infinite_extra_returns,version,country_code,context_campaign_referrer,invested_investor,venue,context_campaign_content,referrer_page,page,experiment_variant,experiment_name,experiment_treatment_percentage,experiment_bucket,investment_source,experiment_skip_asset_details_page_bucket,experience_type,experiment_skip_checkout_experiment_bucket,page_source,asset_category,experiment_skip_checkout_experiment_variant,experiment_skip_asset_details_page_variant,cohort_type,context_traits_obpp_kyc_status,context_traits_gc_id,context_traits_investment_status,investment_status,context_traits_external_user_id,context_traits_gc_name
en-IN,ip_64a8c24881,,a268e4fa-1816-45a7-be6c-b703a5da7ef1,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,1222.0,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,f1f35804-1ba2-471a-b12b-9f3b500bf980,Asia/Kolkata,Chrome,Javascript,360,1169262,4g,Android,Uttar Pradesh,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778674348732.0,SSFB,1000,728,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 13; 23028RN4DI Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",False,www.gripinvest.in,bank,2026-05-13T17:43:30.432+05:30,2026-05-13T17:43:30.436+05:30,Portrait,Lucknow,2026-05-13T17:43:30.455+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/suryoday/bank/fdsry240901/1239,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,7,Phone,ip_64a8c24881,India,/assetdetails/suryoday/bank/fdsry240901/1239,https://www.gripinvest.in/profile?embed_domain=www.gripinvest.in&embed_type=PopupText&utm_campaign=profile&utm_source=1169262,2026-05-13T17:43:30.459+05:30,,ip_64a8c24881,False,$direct,2,web,https://www.gripinvest.in/assetdetails/suryoday/bank/fdsry240901/1239,Grow your wealth,800,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/discover,Banks,False,"[""seniorCitizen""]",High Yield FDs,https://www.gripinvest.in/assetdetails/suryoday/bank/fdsry240901/1239,High Yield FDs,Invest Now,True,,11.0,True,False,,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1239/website/logo/suryoday_deallogos.png,Suryoday,,,1239,not eligible,False,1.0,,IPv4,IN,,False,GRIP,,/discover,/assetdetails/suryoday/bank/fdsry240901/1239,,,,,,,,,,,,,,True,,False,False,,
en-US,ip_bcfccb18b3,,da5e52ac-d205-4e42-a23d-33a3ca70df54,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,51c7ee63-f71b-4561-aec8-e35ffbf733b7,Asia/Kolkata,Chrome,Javascript,360,856846,4g,Android,Uttar Pradesh,"Bharti Airtel Ltd., Telemedia Services",Invest Now Button Clicked,1778674341172.0,,9990,552,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 13; Infinix X6832 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/149.0.7827.5 Mobile Safari/537.36",,,,2026-05-13T17:43:32.979+05:30,2026-05-13T17:43:32.98+05:30,Portrait,Morādābād,2026-05-13T17:43:33.123+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,35,Phone,ip_bcfccb18b3,India,/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,$direct,2026-05-13T17:43:33.124+05:30,,ip_bcfccb18b3,,$direct,3,web,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,Grow your wealth,820,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/discover,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,Corporate Bonds,,True,True,13.75,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2505/website/logo/best_capital3x.png,BEST CAPITAL SERVICES LIMITED,,,2608,eligible,False,1.0,87.79,IPv4,IN,,True,GRIP,,/discover,/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,,,,,asset_detail_page,,,,,,not_eligible,,,True,,True,True,,
en-IN,ip_7ecf18aafa,,49aaa108-e3ba-4746-b9f3-872eb21a5841,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,dcbb7bc0-af6c-4ba0-964b-48d37f3b4969,Asia/Kolkata,Chrome,Javascript,423,1859180,4g,Android,West Bengal,Vodafone Idea Ltd,Invest Now Button Clicked,1778674386332.0,,200,851,424,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 15; LAVA LXX504 Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-13T17:43:31.627+05:30,2026-05-13T17:43:31.63+05:30,Portrait,Kharagpur,2026-05-13T17:43:33.141+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,5,Phone,ip_7ecf18aafa,India,/assetdetails/goi-loan/bonds/rgsec251204/2312,$direct,2026-05-13T17:43:33.144+05:30,,ip_7ecf18aafa,,$direct,2,web,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,Grow your wealth,942,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/assets/bonds,G-SEC,True,,Bonds,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,Corporate Bonds,,True,True,7.0,True,False,2.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1626/website/logo/image_52.png,GOI Loan,,,2312,not eligible,False,1.0,,IPv4,IN,,False,GRIP,,/assets/bonds,/assetdetails/goi-loan/bonds/rgsec251204/2312,,,,,asset_detail_page,78.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,False,False,,
en-IN,ip_a5e9dac01b,app.digio.in,7a87d974-ca29-43b1-a06e-df571bfe799b,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,130f6b2c-decd-46e4-a1e8-d8bbb893a14c,Asia/Kolkata,Unknown,Javascript,390,884693,Unknown,iOS,Uttar Pradesh,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778673954874.0,,52564,707,390,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-13T17:44:34.058+05:30,2026-05-13T17:44:34.058+05:30,Portrait,Lucknow,2026-05-13T17:44:34.223+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/capri-global-capital-limited/ncd/rcbcgl260201/2422,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,11,Phone,ip_a5e9dac01b,India,/assetdetails/capri-global-capital-limited/ncd/rcbcgl260201/2422,$direct,2026-05-13T17:44:34.223+05:30,,ip_a5e9dac01b,,https://app.digio.in/,3,web,https://www.gripinvest.in/assetdetails/capri-global-capital-limited/ncd/rcbcgl260201/2422,Grow your wealth,844,Not received,Not received,,Not received,Tata Digital Private Ltd,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=TAT00021GC&utm_source=Tata+Digital+Private+Ltd&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,Tata Digital Private Ltd,5b650237-89e6-4ee2-8d4c-e9b850725119,21.0,/user-kyc,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/capri-global-capital-limited/ncd/rcbcgl260201/2422,Corporate Bonds,,True,True,9.0,True,False,50.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2167/website/logo/capri_logo.png,CAPRI GLOBAL CAPITAL LIMITED,,,2422,not eligible,False,1.0,,IPv4,IN,,False,Tata Digital Private Ltd,,/user-kyc,/assetdetails/capri-global-capital-limited/ncd/rcbcgl260201/2422,,,,,asset_detail_page,,,,,,gc_excluded,,,True,21.0,False,False,5b650237-89e6-4ee2-8d4c-e9b850725119,Tata Digital Private Ltd
en-GB,ip_e39514514a,www.gripinvest.in,ce3d99d2-60bd-4603-b369-2f8d2593ec09,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,cbe8d00d-c33d-44bb-b7c3-64fbd22bf15f,Asia/Kolkata,Chrome,Javascript,360,1187840,4g,Android,National Capital Territory of Delhi,BHARTI Airtel Ltd.,Invest Now Button Clicked,1778672044976.0,,99907,669,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; CPH2717 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-13T17:45:54.434+05:30,2026-05-13T17:45:54.435+05:30,Portrait,Kālkāji Devi,2026-05-13T17:45:54.385+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/BEST%20CAPITAL%20SERVICES%20LIMITED/ncd/RCBBC260403/2608?units=10,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,35,Phone,ip_e39514514a,India,/assetdetails/BEST%20CAPITAL%20SERVICES%20LIMITED/ncd/RCBBC260403/2608,$direct,2026-05-13T17:45:54.386+05:30,,ip_e39514514a,,https://www.gripinvest.in/external-ui/e84f7ea7-69be-4894-acaf-fddb3a4d9e3c?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,3,web,https://www.gripinvest.in/assetdetails/BEST%20CAPITAL%20SERVICES%20LIMITED/ncd/RCBBC260403/2608?units=10,Grow your wealth,798,Not received,Not received,,Not received,Mobikwik,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,?units=10,,,,,Website,Mobikwik,64237244082aa,396.0,,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/BEST%20CAPITAL%20SERVICES%20LIMITED/ncd/RCBBC260403/2608?units=10,Corporate Bonds,,True,True,13.75,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2505/website/logo/best_capital3x.png,BEST CAPITAL SERVICES LIMITED,,,2608,eligible,False,1.0,87.79,IPv4,IN,,True,Mobikwik,,direct,/assetdetails/BEST%20CAPITAL%20SERVICES%20LIMITED/ncd/RCBBC260403/2608,,,,,asset_detail_page,,,,,,gc_excluded,,,True,396.0,True,True,64237244082aa,Mobikwik
en-US,ip_ba7d89c011,www.gripinvest.in,6dacc714-f942-426f-80e1-e5305446c0b9,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,47e7b4b6-d5a8-458b-8924-c61eb4f4fcf8,Asia/Kolkata,Chrome,Javascript,423,1859360,4g,Android,National Capital Territory of Delhi,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778674581303.0,,2009,839,424,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 15; CPH2695 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-13T17:52:51.829+05:30,2026-05-13T17:52:51.83+05:30,Portrait,Delhi,2026-05-13T17:52:52.914+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,5,Phone,ip_ba7d89c011,India,/assetdetails/goi-loan/bonds/rgsec251204/2312,$direct,2026-05-13T17:52:52.915+05:30,,ip_ba7d89c011,,https://www.gripinvest.in/user-kyc,1,web,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,Grow your wealth,944,Not received,Not received,,Not received,Mobikwik,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,Mobikwik,650680904629b,396.0,/quick-start,G-SEC,True,,Bonds,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,Corporate Bonds,,True,True,7.0,True,False,20.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1626/website/logo/image_52.png,GOI Loan,,,2312,not eligible,False,1.0,,IPv4,IN,,False,Mobikwik,,/quick-start,/assetdetails/goi-loan/bonds/rgsec251204/2312,,,,,asset_detail_page,,,,,,gc_excluded,,,True,396.0,False,False,650680904629b,Mobikwik
en-US,ip_ba7d89c011,www.gripinvest.in,3522c77b-20a9-4ff9-9bb5-39248a6f85b1,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,47e7b4b6-d5a8-458b-8924-c61eb4f4fcf8,Asia/Kolkata,Chrome,Javascript,423,1859360,4g,Android,National Capital Territory of Delhi,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778674581303.0,,1007283,507,424,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 15; CPH2695 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-13T17:53:52.228+05:30,2026-05-13T17:53:52.234+05:30,Portrait,Delhi,2026-05-13T17:53:53.3+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/ADANI%20AIRPORT%20HOLDINGS%20LIMITED/ncd/RCBAA260201/2431?units=10,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,33,Phone,ip_ba7d89c011,India,/assetdetails/ADANI%20AIRPORT%20HOLDINGS%20LIMITED/ncd/RCBAA260201/2431,$direct,2026-05-13T17:53:53.306+05:30,,ip_ba7d89c011,,https://www.gripinvest.in/external-ui/5768667f-e527-416a-a917-1d6c6370d59b?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,1,web,https://www.gripinvest.in/assetdetails/ADANI%20AIRPORT%20HOLDINGS%20LIMITED/ncd/RCBAA260201/2431?units=10,Grow your wealth,944,Not received,Not received,,Not received,Mobikwik,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,?units=10,,,,,Website,Mobikwik,650680904629b,396.0,,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/ADANI%20AIRPORT%20HOLDINGS%20LIMITED/ncd/RCBAA260201/2431?units=10,Corporate Bonds,,True,True,8.85,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2431/website/logo/adani_airports.png,ADANI AIRPORT HOLDINGS LIMITED,,,2431,not eligible,False,1.0,,IPv4,IN,,False,Mobikwik,,direct,/assetdetails/ADANI%20AIRPORT%20HOLDINGS%20LIMITED/ncd/RCBAA260201/2431,,,,,asset_detail_page,,,,,,gc_excluded,,,True,396.0,False,False,650680904629b,Mobikwik
en-US,ip_9f750aa5b3,,27f8e90e-55f0-4117-b4f7-c06a417f69e6,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,8c491b10-6692-47c7-8051-c5d3b59e7b17,Asia/Kolkata,Chrome,Javascript,426,1798464,4g,Android,Karnataka,Deenet Networks Private Limited,Invest Now Button Clicked,1778674981810.0,,9917,873,427,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; V2443 Build/BP2A.250605.031.A3_V000L1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.138 Mobile Safari/537.36",,,,2026-05-13T17:54:43.228+05:30,2026-05-13T17:54:43.229+05:30,Portrait,Mangaluru,2026-05-13T17:54:43.72+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,16,Phone,ip_9f750aa5b3,India,/assetdetails/keertana/ncd/rcbkf260501/2626,$direct,2026-05-13T17:54:43.721+05:30,,ip_9f750aa5b3,,$direct,1,web,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626,Grow your wealth,953,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626,Corporate Bonds,,True,True,13.25,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2296/website/logo/keertana_deallogos_1_2.png,Keertana,,,2626,eligible,False,1.0,10.63,IPv4,IN,,False,GRIP,,/assets/bonds,/assetdetails/keertana/ncd/rcbkf260501/2626,,,,,asset_detail_page,41.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,False,False,,
en-IN,ip_c2f226ea29,,807776aa-cdc3-487b-bf34-a86f78bf139f,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,4d008a78-ca10-4d8c-bd35-5dfa21342240,Asia/Kolkata,Unknown,Javascript,430,952849,Unknown,iOS,Haryana,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778673666533.0,,99177,861,430,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-13T17:56:32.827+05:30,2026-05-13T17:56:32.828+05:30,Portrait,Yamuna Nagar,2026-05-13T17:56:32.993+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assets/bonds?filter=gold-bonds,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,16,Phone,ip_b9877a987b,India,/assets/bonds,$direct,2026-05-13T17:56:32.994+05:30,,ip_b9877a987b,,$direct,3,web,https://www.gripinvest.in/assets/bonds?filter=gold-bonds,,932,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?filter=gold-bonds,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=gold-bonds,Corporate Bonds,,True,True,13.25,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2296/website/logo/keertana_deallogos_1_2.png,Keertana,,,2626,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assetdetails/keertana/ncd/rcbkf260501/2626,/assets/bonds,,,,,quick_checkout,51.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_e7278d03d8,,b7673066-fdfd-4735-9abd-2b7ccb62709c,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,e3b10dc8-752d-461c-96c7-94a03446e0a7,Asia/Kolkata,Unknown,Javascript,430,1847738,Unknown,iOS,Maharashtra,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778674317029.0,,100472,861,430,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-13T17:58:43.427+05:30,2026-05-13T17:58:43.428+05:30,Portrait,Pune,2026-05-13T17:58:43.689+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260401/2604,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Phone,ip_e7278d03d8,India,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260401/2604,$direct,2026-05-13T17:58:43.69+05:30,,ip_e7278d03d8,,$direct,3,web,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260401/2604,Grow your wealth,932,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,?utm_source=app&utm_medium=marketing&utm_campaign=PApp_10052026_M_MothersDay_All,Not received,Not received,Not received,,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260401/2604,Corporate Bonds,,True,True,14.0,True,,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2455/website/logo/unifinz_capital_1.png,UNIFINZ CAPITAL INDIA LIMITED,,,2604,eligible,False,1.0,9.51,IPv4,IN,,False,GRIP,,/assets/bonds,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260401/2604,,,,,asset_detail_page,32.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,False,False,,
en-US,ip_d3d2993dc6,,c387d9c2-8a7a-4f38-970f-4405e964f143,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,53c9404c-9dcc-47c3-9021-f4be9d3d7bb5,Asia/Kolkata,Chrome,Javascript,436,1577865,4g,Android,Karnataka,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778674975833.0,,99177,917,437,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 14; I2208 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.120 Mobile Safari/537.36",,,,2026-05-13T17:58:50.12+05:30,2026-05-13T17:58:50.122+05:30,Portrait,Bengaluru,2026-05-13T17:58:51.312+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626?from=qc,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,16,Phone,ip_d3d2993dc6,India,/assetdetails/keertana/ncd/rcbkf260501/2626,$direct,2026-05-13T17:58:51.314+05:30,,ip_d3d2993dc6,,$direct,2,web,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626?from=qc,Grow your wealth,973,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?from=qc,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626?from=qc,Corporate Bonds,,True,True,13.25,True,,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2296/website/logo/keertana_deallogos_1_2.png,Keertana,,,2626,eligible,False,1.0,10.63,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/keertana/ncd/rcbkf260501/2626,,,,,asset_detail_page,91.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-US,ip_e79f8a64e4,www.gripinvest.in,cb07efe4-0664-4dbc-a047-b5bd2331a3c7,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,0b27f7fb-0b09-498c-8428-8c32f0cbc856,Asia/Kolkata,Chrome,Javascript,392,1835462,4g,Android,Telangana,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778675249604.0,,502,740,393,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; V2439 Build/BP2A.250605.031.A3_V000L1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.120 Mobile Safari/537.36",,,,2026-05-13T17:59:42.877+05:30,2026-05-13T17:59:42.879+05:30,Portrait,Hyderabad,2026-05-13T17:59:43.17+05:30,2026-05-13T18:30:23.478+05:30,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,5,Phone,ip_e79f8a64e4,India,/assetdetails/goi-loan/bonds/rgsec251204/2312,$direct,2026-05-13T17:59:43.172+05:30,,ip_e79f8a64e4,,https://www.gripinvest.in/external-ui/2cee5743-7768-4879-a26f-5ed7f25bd17c?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,2,web,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,Grow your wealth,870,Not received,Not received,,Not received,Mobikwik,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,Mobikwik,64b9729d39d15,396.0,/quick-start,G-SEC,True,,Bonds,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,Corporate Bonds,,True,True,7.0,True,,5.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1626/website/logo/image_52.png,GOI Loan,,,2312,not eligible,False,1.0,,IPv4,IN,,False,Mobikwik,,/quick-start,/assetdetails/goi-loan/bonds/rgsec251204/2312,,,,,asset_detail_page,,,,,,gc_excluded,,,True,396.0,False,False,64b9729d39d15,Mobikwik
