partner,day,no_of_registrations,no_orders,aum,aov,fti_count,fti_amount
Tata Digital Private Ltd,2025-10-20,191,168,10262795.577599999,61088.06891428571,17,516918.9757
Tata Digital Private Ltd,2025-10-19,272,4,3044.0,761.0,10,554271.0379
Tata Digital Private Ltd,2025-10-18,253,1,100005.0,100005.0,9,680868.9565
Tata Digital Private Ltd,2025-10-17,252,52,3842101.3053,73886.56356346155,8,167208.5688
Tata Digital Private Ltd,2025-10-16,216,82,9101586.494700002,110994.95725243904,17,1081434.6534000002
Tata Digital Private Ltd,2025-10-15,286,81,4627206.3258,57126.004022222216,14,652385.2477999999
Tata Digital Private Ltd,2025-10-14,308,54,3008485.3659000006,55712.69196111112,12,480981.4813
Tata Digital Private Ltd,2025-10-13,312,169,15730624.143299999,93080.61623254437,11,2148023.802
Tata Digital Private Ltd,2025-10-12,379,1,1000.0,1000.0,13,1429004.1757
Tata Digital Private Ltd,2025-10-11,313,11,550108.7647,50009.88770000001,16,2423832.8366
Tata Digital Private Ltd,2025-10-10,232,70,6397342.9006,91390.61286571428,12,2022119.9315
Tata Digital Private Ltd,2025-10-09,287,70,6092354.192099999,87033.63131571427,17,1703937.4649000003
Tata Digital Private Ltd,2025-10-08,285,85,5385272.304699999,63356.14476117646,16,1126970.5189999999
Tata Digital Private Ltd,2025-10-07,337,75,5614080.0312,74854.400416,21,2062486.8096999999
Tata Digital Private Ltd,2025-10-06,273,135,10218616.4061,75693.45486,14,853967.4384999999
Tata Digital Private Ltd,2025-10-05,404,8,425222.9858,53152.873225,18,1317958.7385
Tata Digital Private Ltd,2025-10-04,366,3,148498.6643,49499.55476666667,15,1491734.5902
Tata Digital Private Ltd,2025-10-03,356,96,5046096.7761,52563.508084375004,14,770823.3923000001
Tata Digital Private Ltd,2025-10-02,436,3,601970.4067,200656.80223333335,22,1245265.5658999998
Tata Digital Private Ltd,2025-10-01,326,61,4727808.8127,77505.06250327868,22,2121190.6380000003
Tata Digital Private Ltd,2025-09-30,335,59,3241208.5044,54935.737362711865,11,1019427.2089999998
Tata Digital Private Ltd,2025-09-29,258,133,9743476.6123,73259.22264887218,15,249123.7396
Tata Digital Private Ltd,2025-09-28,249,9,1583381.4004,175931.2667111111,14,1134691.5694
Tata Digital Private Ltd,2025-09-27,196,7,4705.0,672.1428571428571,11,1196954.0876
Tata Digital Private Ltd,2025-09-26,177,54,3993565.6157,73954.91880925925,11,307483.78079999995
Tata Digital Private Ltd,2025-09-25,228,55,3919325.464400001,71260.46298909093,14,734226.192
Tata Digital Private Ltd,2025-09-24,193,46,3150935.8372,68498.60515652173,10,700342.31
Tata Digital Private Ltd,2025-09-23,232,44,3056241.4218999995,69460.03231590908,4,218777.32679999998
Tata Digital Private Ltd,2025-09-22,330,181,12061009.0265,66635.40898618785,18,2086147.2726
Tata Digital Private Ltd,2025-09-21,410,33,59388.0,1799.6363636363637,22,1248960.4477
Tata Digital Private Ltd,2025-09-20,409,5,9397.0,1879.4,19,1193824.3922999997
Tata Digital Private Ltd,2025-09-19,343,54,3636339.0894,67339.61276666667,13,1890150.2109000003
Tata Digital Private Ltd,2025-09-18,394,53,3795267.4065999994,71608.81899245281,16,1275397.2565000001
Tata Digital Private Ltd,2025-09-17,248,62,3224402.8038,52006.49683548387,13,573278.6282
Tata Digital Private Ltd,2025-09-16,284,75,4165198.0609000004,55535.97414533334,23,1291228.2596
Tata Digital Private Ltd,2025-09-15,456,230,9968189.6185,43339.95486304348,17,1484380.7764
Tata Digital Private Ltd,2025-09-14,374,3,99726.928,33242.30933333333,9,428693.3759
Tata Digital Private Ltd,2025-09-13,439,1,47035.765,47035.765,14,456962.5939
Tata Digital Private Ltd,2025-09-12,319,68,2842102.5062999995,41795.62509264705,18,600094.6573999999
Tata Digital Private Ltd,2025-09-11,369,64,3094744.5928999996,48355.38426406249,17,1128977.3865999999
Tata Digital Private Ltd,2025-09-10,246,71,2799813.9879,39433.999829577464,19,561722.9278
Tata Digital Private Ltd,2025-09-09,281,325,20492854.178799994,63054.935934769215,21,1001299.7265000001
Tata Digital Private Ltd,2025-09-08,606,3,4965.7824,1655.2608,35,3018175.8160999995
Tata Digital Private Ltd,2025-09-07,544,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-09-06,408,5,92264.3558,18452.871160000002,19,2113799.1543
Tata Digital Private Ltd,2025-09-05,349,65,5530658.759799999,85087.05784307691,16,1011627.6358
Tata Digital Private Ltd,2025-09-04,342,69,4779720.6576,69271.31387826086,25,2110022.8433000003
Tata Digital Private Ltd,2025-09-03,274,79,5814059.949199999,73595.69555949366,30,1907015.5114
Tata Digital Private Ltd,2025-09-02,239,63,5008274.857500001,79496.42630952383,31,1769997.5428
Tata Digital Private Ltd,2025-09-01,275,247,16921303.1535,68507.30021659918,23,873905.8047999999
Tata Digital Private Ltd,2025-08-31,601,7,615347.5784,87906.79691428572,29,1681634.4891000001
Tata Digital Private Ltd,2025-08-30,1493,6,138847.3789,23141.22981666667,27,1602919.1354000003
Tata Digital Private Ltd,2025-08-29,448,92,5343943.795200001,58086.345600000015,30,1312564.5677999998
Tata Digital Private Ltd,2025-08-28,491,158,10668506.584600002,67522.19357341774,27,1087815.2744
Tata Digital Private Ltd,2025-08-27,490,5,159852.4922,31970.498440000003,30,1475321.6291
Tata Digital Private Ltd,2025-08-26,1536,81,5426068.518199999,66988.50022469135,21,763123.3820999999
Tata Digital Private Ltd,2025-08-25,511,125,9949215.699099999,79593.7255928,14,1511850.0369
Tata Digital Private Ltd,2025-08-24,438,2,910.0,455.0,6,262674.93559999997
Tata Digital Private Ltd,2025-08-23,455,3,30163.0,10054.333333333334,14,1027880.5371999999
Tata Digital Private Ltd,2025-08-22,403,52,5842766.5718,112360.89561153846,16,1083009.9689
Tata Digital Private Ltd,2025-08-21,411,58,4934079.1032,85070.32936551723,15,1040622.0127999999
Tata Digital Private Ltd,2025-08-20,279,44,2944257.6103999997,66914.94569090908,19,1965063.4259
Tata Digital Private Ltd,2025-08-19,343,72,4081055.0323,56681.31989305556,10,647729.6521000001
Tata Digital Private Ltd,2025-08-18,340,262,15626396.404199999,59642.734367175566,26,1915614.9214999997
Tata Digital Private Ltd,2025-08-17,533,3,232879.9658,77626.65526666667,20,1320966.5374
Tata Digital Private Ltd,2025-08-16,339,3,98506.44,32835.48,11,843524.7488000001
Tata Digital Private Ltd,2025-08-15,351,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-08-14,199,59,6303336.8408,106836.21764067798,16,1611767.9547000004
Tata Digital Private Ltd,2025-08-13,297,74,3014696.8802,40739.14702972973,22,1507340.3711999997
Tata Digital Private Ltd,2025-08-12,419,61,3764331.4015,61710.3508442623,16,613312.8038000001
Tata Digital Private Ltd,2025-08-11,362,177,10051787.4009,56789.75932711865,17,854888.9881
Tata Digital Private Ltd,2025-08-10,328,1,100000.0,100000.0,10,566831.7253
Tata Digital Private Ltd,2025-08-09,323,2,183540.96,91770.48,19,677989.4802999999
Tata Digital Private Ltd,2025-08-08,311,64,5214407.1909,81475.1123578125,23,2186212.5911999997
Tata Digital Private Ltd,2025-08-07,239,63,3502575.3974,55596.43487936508,15,837259.3193000001
Tata Digital Private Ltd,2025-08-06,283,73,3929854.0246,53833.61677534247,16,851978.862
Tata Digital Private Ltd,2025-08-05,265,89,5982184.6194,67215.55752134831,17,1030456.9897000002
Tata Digital Private Ltd,2025-08-04,225,175,12215211.4324,69801.20818514285,15,1462164.7928
Tata Digital Private Ltd,2025-08-03,268,1,73546.7646,73546.7646,20,421991.5134
Tata Digital Private Ltd,2025-08-02,206,3,168854.5178,56284.83926666667,19,2243375.883
Tata Digital Private Ltd,2025-08-01,317,104,5755901.2053,55345.20389711538,25,1451250.1123
Tata Digital Private Ltd,2025-07-31,485,137,6475725.6906,47268.07073430657,20,814520.8030999999
Tata Digital Private Ltd,2025-07-30,730,123,7510914.9944,61064.34954796748,27,1163279.6448000001
Tata Digital Private Ltd,2025-07-29,922,59,4149370.5796,70328.31490847457,38,2310088.7856
Tata Digital Private Ltd,2025-07-28,264,145,10632560.427,73328.00294482757,16,1967325.8823999998
Tata Digital Private Ltd,2025-07-27,499,1,4000.0,4000.0,13,1009161.1247000002
Tata Digital Private Ltd,2025-07-26,180,2,95994.0638,47997.0319,12,721392.6902000001
Tata Digital Private Ltd,2025-07-25,177,34,1893885.3819,55702.51123235294,12,574043.3727
Tata Digital Private Ltd,2025-07-24,288,56,5634312.473800001,100612.72274642858,13,2932633.0629000003
Tata Digital Private Ltd,2025-07-23,198,48,4005687.3149,83451.81906041667,13,854308.1047000001
Tata Digital Private Ltd,2025-07-22,184,22,1096212.7353,49827.85160454546,9,307639.0024
Tata Digital Private Ltd,2025-07-21,282,122,7352513.6072,60266.50497704918,12,1591666.7744999998
Tata Digital Private Ltd,2025-07-20,285,1,500.0,500.0,13,571069.1303
Tata Digital Private Ltd,2025-07-19,262,1,51752.0,51752.0,9,140294.845
Tata Digital Private Ltd,2025-07-18,163,43,2865117.5942999995,66630.64172790697,14,1021194.1462000001
Tata Digital Private Ltd,2025-07-17,199,44,3601090.0897,81842.9565840909,12,752421.7307999999
Tata Digital Private Ltd,2025-07-16,168,41,3072860.9823000003,74947.82883658537,9,505160.1756
Tata Digital Private Ltd,2025-07-15,246,46,2739266.6806,59549.27566521739,21,911741.3387
Tata Digital Private Ltd,2025-07-14,271,116,5869907.598700001,50602.651712931045,16,543237.7890999999
Tata Digital Private Ltd,2025-07-13,298,4,155100.0,38775.0,14,1003668.6307
Tata Digital Private Ltd,2025-07-12,392,2,10100.0,5050.0,9,168412.08450000003
Tata Digital Private Ltd,2025-07-11,178,46,2184530.1625,47489.78614130435,11,391647.9559
Tata Digital Private Ltd,2025-07-10,205,86,3913563.0073,45506.54659651163,18,543344.9972999999
Tata Digital Private Ltd,2025-07-09,195,69,4638700.4315,67227.54248550725,13,1728934.6560999998
Tata Digital Private Ltd,2025-07-08,263,57,4347942.0082,76279.68435438597,16,603368.5774000001
Tata Digital Private Ltd,2025-07-07,340,166,10138044.735399999,61072.55864698794,22,1280211.0255
Tata Digital Private Ltd,2025-07-06,324,1,230314.1458,230314.1458,12,1826807.8156
Tata Digital Private Ltd,2025-07-05,378,1,1000.0,1000.0,15,903221.8139000001
Tata Digital Private Ltd,2025-07-04,213,105,4543573.691399999,43272.130394285705,36,1157573.4692
Tata Digital Private Ltd,2025-07-03,1255,95,5744376.4884,60467.12093052632,16,987692.0527000001
Tata Digital Private Ltd,2025-07-02,215,74,5947899.0744,80377.01451891892,16,1347001.5288
Tata Digital Private Ltd,2025-07-01,271,78,3567939.36,45742.81230769231,17,499077.84
Tata Digital Private Ltd,2025-06-30,188,216,17134901.91,79328.24958333334,36,3503158.59
Tata Digital Private Ltd,2025-06-29,864,16,141988.81,8874.300625,28,1038832.7300000001
Tata Digital Private Ltd,2025-06-28,180,5,5029.9,1005.9799999999999,16,719897.58
Tata Digital Private Ltd,2025-06-27,211,81,3349861.75,41356.317901234564,19,928554.1599999999
Tata Digital Private Ltd,2025-06-26,172,62,2776660.52,44784.847096774196,12,656528.2600000001
Tata Digital Private Ltd,2025-06-25,241,88,3011471.5400000005,34221.26750000001,34,1078201.85
Tata Digital Private Ltd,2025-06-24,243,50,1879935.72,37598.7144,13,158839.9
Tata Digital Private Ltd,2025-06-23,319,192,11412354.219999999,59439.344895833325,41,1932765.7599999998
Tata Digital Private Ltd,2025-06-22,445,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-06-21,493,10,196107.27000000002,19610.727000000003,18,490637.65999999986
Tata Digital Private Ltd,2025-06-20,324,69,2151901.71,31186.981304347824,11,307842.7800000001
Tata Digital Private Ltd,2025-06-19,353,71,2805442.85,39513.27957746479,24,328039.09
Tata Digital Private Ltd,2025-06-18,308,50,2848931.1800000006,56978.62360000001,21,1613655.13
Tata Digital Private Ltd,2025-06-17,224,67,2407894.9499999997,35938.730597014925,19,524191.14999999997
Tata Digital Private Ltd,2025-06-16,510,194,5973409.64,30790.771340206185,29,1324601.6
Tata Digital Private Ltd,2025-06-15,345,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-06-14,361,5,5018.71,1003.742,31,774517.7399999999
Tata Digital Private Ltd,2025-06-13,249,51,1881733.9199999997,36896.74352941176,21,1439078.42
Tata Digital Private Ltd,2025-06-12,186,76,3241628.06,42653.000789473685,12,849958.25
Tata Digital Private Ltd,2025-06-11,296,77,2555834.43,33192.65493506494,17,630543.31
Tata Digital Private Ltd,2025-06-10,249,86,2120342.8,24655.1488372093,23,800983.8500000001
Tata Digital Private Ltd,2025-06-09,303,235,12174138.469999997,51804.84455319148,36,1755760.95
Tata Digital Private Ltd,2025-06-08,410,5,10033.12,2006.6240000000003,35,826171.6799999999
Tata Digital Private Ltd,2025-06-07,508,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-06-06,338,85,3532007.63,41553.03094117647,27,564021.3400000001
Tata Digital Private Ltd,2025-06-05,537,78,1785719.8500000003,22893.844230769235,23,316383.16000000003
Tata Digital Private Ltd,2025-06-04,220,82,4777016.41,58256.29768292683,21,847302.3600000001
Tata Digital Private Ltd,2025-06-03,342,70,2953348.1,42190.68714285715,31,2001368.9
Tata Digital Private Ltd,2025-06-02,262,176,9403937.05,53431.46051136364,18,442759.77
Tata Digital Private Ltd,2025-06-01,383,1,91736.84,91736.84,3,551892.63
Tata Digital Private Ltd,2025-05-31,334,2,10000.0,5000.0,10,311715.77
Tata Digital Private Ltd,2025-05-30,319,96,5178693.550000001,53944.724479166674,21,2174283.64
Tata Digital Private Ltd,2025-05-29,332,62,1175605.21,18961.37435483871,15,48374.93
Tata Digital Private Ltd,2025-05-28,249,83,1782164.2999999998,21471.859036144575,16,101746.60999999999
Tata Digital Private Ltd,2025-05-27,248,61,2233614.6700000004,36616.63393442624,11,259304.1
Tata Digital Private Ltd,2025-05-26,269,193,14547436.879999999,75375.32062176165,23,1591335.12
Tata Digital Private Ltd,2025-05-25,380,1,934274.44,934274.44,28,3822799.51
Tata Digital Private Ltd,2025-05-24,358,2,193427.34,96713.67,20,880131.3600000001
Tata Digital Private Ltd,2025-05-23,245,55,2442027.29,44400.496181818184,15,471415.1
Tata Digital Private Ltd,2025-05-22,203,65,1695700.4899999998,26087.699846153842,18,589689.67
Tata Digital Private Ltd,2025-05-21,254,62,2321272.3499999996,37439.87661290322,12,326493.14
Tata Digital Private Ltd,2025-05-20,223,87,4374621.600000001,50283.00689655173,29,442261.53
Tata Digital Private Ltd,2025-05-19,359,189,9632335.079999998,50964.73587301587,39,1818619.98
Tata Digital Private Ltd,2025-05-18,431,1,98675.31,98675.31,27,1191494.8900000001
Tata Digital Private Ltd,2025-05-17,286,1,992.54,992.54,16,853592.5399999999
Tata Digital Private Ltd,2025-05-16,236,47,1970718.21,41930.174680851065,12,542480.1900000001
Tata Digital Private Ltd,2025-05-15,309,63,2471083.4000000004,39223.54603174604,19,764274.2200000001
Tata Digital Private Ltd,2025-05-14,310,82,7373599.890000001,89921.94987804879,32,1526710.0199999998
Tata Digital Private Ltd,2025-05-13,216,240,13943509.88,58097.957833333334,38,1328127.8
Tata Digital Private Ltd,2025-05-12,439,9,3053926.55,339325.1722222222,23,2156822.74
Tata Digital Private Ltd,2025-05-11,450,5,5085.610000000001,1017.1220000000001,23,1432857.77
Tata Digital Private Ltd,2025-05-10,334,6,105220.34000000001,17536.723333333335,11,155642.41999999998
Tata Digital Private Ltd,2025-05-09,276,55,2850836.14,51833.38436363637,4,14893.150000000001
Tata Digital Private Ltd,2025-05-08,366,53,2475963.9000000004,46716.30000000001,13,322840.0100000001
Tata Digital Private Ltd,2025-05-07,233,61,1299517.1500000001,21303.559836065575,23,272202.63999999996
Tata Digital Private Ltd,2025-05-06,374,70,1958108.33,27972.976142857144,24,258689.06
Tata Digital Private Ltd,2025-05-05,404,198,6662413.819999999,33648.55464646465,28,706685.45
Tata Digital Private Ltd,2025-05-04,350,11,490180.13999999996,44561.8309090909,21,430099.71
Tata Digital Private Ltd,2025-05-03,336,8,297065.59,37133.19875,25,1630770.5600000003
Tata Digital Private Ltd,2025-05-02,321,82,4033173.7199999997,49185.04536585366,15,526810.5299999999
Tata Digital Private Ltd,2025-05-01,207,22,292957.03,13316.228636363638,11,217541.88
Tata Digital Private Ltd,2025-04-30,197,51,2036230.1500000001,39926.08137254902,19,245204.53
Tata Digital Private Ltd,2025-04-29,178,44,1697804.71,38586.47068181818,19,997718.5899999999
Tata Digital Private Ltd,2025-04-28,187,128,4966048.370000001,38797.25289062501,19,615088.24
Tata Digital Private Ltd,2025-04-27,339,2,103062.42,51531.21,9,681701.58
Tata Digital Private Ltd,2025-04-26,252,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-04-25,235,57,2023890.44,35506.8498245614,9,321679.54000000004
Tata Digital Private Ltd,2025-04-24,252,54,1421789.0,26329.425925925927,14,151009.38999999998
Tata Digital Private Ltd,2025-04-23,282,45,1396722.1700000002,31038.270444444446,19,270004.19
Tata Digital Private Ltd,2025-04-22,433,37,1140615.18,30827.437297297296,17,219819.50999999998
Tata Digital Private Ltd,2025-04-21,423,203,5853290.589999998,28833.943793103437,21,810597.11
Tata Digital Private Ltd,2025-04-20,398,2,159135.56,79567.78,12,184013.91
Tata Digital Private Ltd,2025-04-19,533,3,294246.85,98082.28333333333,20,231976.84999999998
Tata Digital Private Ltd,2025-04-18,458,11,599446.3300000001,54495.12090909092,12,86718.9
Tata Digital Private Ltd,2025-04-17,355,52,3074525.8800000004,59125.4976923077,26,439848.25
Tata Digital Private Ltd,2025-04-16,324,87,2498273.56,28715.788045977013,15,166058.18999999997
Tata Digital Private Ltd,2025-04-15,285,95,3008200.9699999997,31665.27336842105,18,341506.36000000004
Tata Digital Private Ltd,2025-04-14,325,1,49998.25,49998.25,30,565537.46
Tata Digital Private Ltd,2025-04-13,505,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-04-12,367,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-04-11,438,89,3440842.4599999995,38661.15123595505,14,309716.13
Tata Digital Private Ltd,2025-04-10,437,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-04-09,270,50,1841490.7900000003,36829.815800000004,20,478634.98000000004
Tata Digital Private Ltd,2025-04-08,253,51,4714821.1899999995,92447.47431372548,13,1182142.5599999998
Tata Digital Private Ltd,2025-04-07,258,79,1928985.19,24417.534050632912,13,2350063.3
Tata Digital Private Ltd,2025-04-06,341,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-04-05,378,1,425000.0,425000.0,15,283974.05000000005
Tata Digital Private Ltd,2025-04-04,291,64,2500795.77,39074.93390625,18,402616.70000000007
Tata Digital Private Ltd,2025-04-03,376,45,1938869.5399999998,43085.98977777777,18,1421335.1400000001
Tata Digital Private Ltd,2025-04-02,355,183,7307134.6,39929.69726775956,15,515097.37999999995
Tata Digital Private Ltd,2025-04-01,298,2,364280.45,182140.225,16,755703.0900000001
Tata Digital Private Ltd,2025-03-31,372,1,87398.61,87398.61,17,534505.17
Tata Digital Private Ltd,2025-03-30,431,1,87398.61,87398.61,14,1110190.2100000002
Tata Digital Private Ltd,2025-03-29,358,1,115641.32,115641.32,13,352106.54000000004
Tata Digital Private Ltd,2025-03-28,332,50,1416113.12,28322.262400000003,20,866964.3999999999
Tata Digital Private Ltd,2025-03-27,379,32,1082170.3900000001,33817.824687500004,21,273909.44999999995
Tata Digital Private Ltd,2025-03-26,320,29,1082418.01,37324.75896551724,13,670151.0800000001
Tata Digital Private Ltd,2025-03-25,319,41,2262904.36,55192.78926829268,17,567338.9200000002
Tata Digital Private Ltd,2025-03-24,366,83,3544499.2599999993,42704.81036144577,15,837218.51
Tata Digital Private Ltd,2025-03-23,525,1,6360.88,6360.88,14,1156860.6500000001
Tata Digital Private Ltd,2025-03-22,469,3,10718.890000000001,3572.9633333333336,17,525094.16
Tata Digital Private Ltd,2025-03-21,329,34,2620215.5200000005,77065.16235294119,9,732343.5
Tata Digital Private Ltd,2025-03-20,300,40,1266301.88,31657.547,17,757496.9
Tata Digital Private Ltd,2025-03-19,350,35,978346.5600000002,27952.75885714286,11,224954.01000000004
Tata Digital Private Ltd,2025-03-18,380,29,1160327.4,40011.28965517241,11,256065.93
Tata Digital Private Ltd,2025-03-17,466,107,8246431.49,77069.45317757009,24,1349527.21
Tata Digital Private Ltd,2025-03-16,414,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-03-15,389,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-03-14,292,1,86863.45,86863.45,5,208476.27000000002
Tata Digital Private Ltd,2025-03-13,373,25,1321206.8,52848.272000000004,12,497027.1400000001
Tata Digital Private Ltd,2025-03-12,510,15,812949.02,54196.60133333333,14,717381.0199999999
Tata Digital Private Ltd,2025-03-11,316,27,2010864.0899999999,74476.44777777778,10,780562.28
Tata Digital Private Ltd,2025-03-10,386,47,1927060.5699999998,41001.28872340425,12,835180.4600000001
Tata Digital Private Ltd,2025-03-09,518,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-03-08,516,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-03-07,351,22,1100141.32,50006.42363636364,11,205036.14
Tata Digital Private Ltd,2025-03-06,426,47,1950266.0099999998,41495.021489361694,24,1042880.1599999999
Tata Digital Private Ltd,2025-03-05,573,29,922163.2699999999,31798.73344827586,9,234609.89
Tata Digital Private Ltd,2025-03-04,322,32,1487782.8,46493.2125,14,929975.3799999999
Tata Digital Private Ltd,2025-03-03,435,100,7101916.43,71019.1643,20,1885490.91
Tata Digital Private Ltd,2025-03-02,580,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-03-01,406,4,213272.73,53318.1825,18,1583107.7699999998
Tata Digital Private Ltd,2025-02-28,948,44,2383936.77,54180.381136363634,23,1890826.4699999997
Tata Digital Private Ltd,2025-02-27,1174,50,1625444.7799999998,32508.895599999996,21,1002072.27
Tata Digital Private Ltd,2025-02-26,1345,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-02-25,360,27,1531302.93,56714.92333333333,15,410483.23
Tata Digital Private Ltd,2025-02-24,318,45,1295954.9300000002,28798.99844444445,17,438368.82
Tata Digital Private Ltd,2025-02-23,539,5,31886.120000000003,6377.224,6,162292.50000000003
Tata Digital Private Ltd,2025-02-22,632,0,0.0,0.0,0,
Tata Digital Private Ltd,2025-02-21,402,21,712725.67,33939.31761904762,9,228175.49999999997
Tata Digital Private Ltd,2025-02-20,304,39,1893198.5,48543.55128205128,14,999946.9699999999
